customer_id,first_name,last_name,email,signup_date,dob,gender,postcode_area,loyalty_tier
242e3811-1d1b-47a2-813a-41ab81cb5a76,Jill,Gregory,charliemills@example.net,2025-07-30,1941-05-11,U,E,Silver
377ee4a0-a8df-41fd-8a10-bb8e66c070f8,Janet,Dean,alexandra01@example.com,2022-01-24,1946-10-01,M,E,None
ed760792-8dde-41c7-867e-ec8483525c9b,Mandy,Dixon,carterjonathan@example.org,2024-09-21,1956-05-29,F,SE,Silver
f04c3f3c-6a20-4a0b-bea7-cbcfd2c09d4d,Abdul,Stevens,qlee@example.org,2022-07-11,1958-02-16,U,EC,None
2c616b69-5691-4852-b938-d382d899501d,Oliver,White,craig01@example.com,2025-06-13,1958-03-24,U,NW,Bronze
b1620797-d09d-4c98-b8db-49121be1aaac,Liam,Turner,webbmark@example.com,2023-08-06,1954-05-05,U,WC,Bronze
d701443e-32cb-4bc6-b972-dab765535f14,Cheryl,Moss,parkergraeme@example.net,2023-12-07,1987-12-04,F,EC,Bronze
1ba9a5e3-8f09-44a5-bc76-077092a30ac0,Ian,Hayes,hdavis@example.com,2025-03-20,1950-08-09,U,E,None
884ff3fb-fa80-461e-96a4-a352e0164c2c,Liam,Hawkins,smithgareth@example.org,2025-04-14,2007-07-27,U,E,None
21d27ea2-a448-438d-b8b5-0c54ee5be5db,Garry,Knight,josh84@example.org,2025-06-09,1991-12-17,U,N,None
0a987d6e-72a5-4b1a-91ff-faf8e47d0ef5,Joe,Tucker,boothanna@example.net,2025-08-09,1953-11-13,U,N,None
24e35b45-1168-4f9b-b06b-11c34a33ae84,Marie,Spencer,uhoward@example.com,2022-01-02,1996-07-22,U,SE,Silver
ad75aaa5-58e3-41c3-879d-66576d7257fd,Nicholas,James,martinbarry@example.net,2022-01-06,1987-05-07,M,BS,None
787ceb61-a96c-4828-99a1-757c7d91004f,Andrew,Turner,gillian02@example.net,2022-01-04,1985-12-25,F,M,Silver
2d392a60-a392-48b6-a478-03717af571f4,Gregory,Green,eleanornicholls@example.net,2023-11-04,1984-03-04,M,N,None
ff053f67-4d5e-4dd6-af68-b54a83d63f34,Danielle,McDonald,clementstina@example.org,2022-10-25,1948-11-30,U,E,None
11f2c6f8-1897-411f-94c6-5b24e3077bdd,Denise,Chan,bharris@example.org,2025-07-01,1972-01-07,U,E,None
2de6de42-ea26-4c9e-8d28-815060711ca8,Jason,Thomas,hatkins@example.net,2024-01-16,1955-11-11,M,EC,Silver
373c23ec-6bbf-40c5-8df9-80266d123d43,Melissa,Watkins,frederickhart@example.org,2025-07-25,1947-12-03,F,WC,Bronze
7a103498-91c9-4a16-a93b-5d8b6537a056,Keith,Ellis,wallcharlie@example.com,2023-01-05,1999-04-03,F,L,None
67a2fe65-9e0c-4fce-abeb-b03a2bd25794,Ann,Morgan,charlottecollins@example.net,2021-10-29,1980-03-15,U,EC,None
e77f6d15-0ca6-4d8e-92be-9de3606a654f,Mohammed,Turner,abbiehughes@example.com,2022-08-20,1963-01-14,F,NW,None
82441b98-bf12-4534-ab89-bd94e0426ccc,Ashleigh,Evans,eatkinson@example.net,2025-03-12,1939-10-04,M,E,Silver
9a2136b2-a772-469c-944b-749d4176fba9,Geraldine,Osborne,rachel69@example.com,2023-06-27,1976-07-12,F,W,Bronze
c207a45c-1ea2-4d7f-aaa1-5020bd6e4a1a,June,Quinn,hollandkenneth@example.net,2023-08-25,2006-05-24,U,M,Bronze
969b944a-106a-4078-afce-d33067597491,Maurice,Williams,cheryl63@example.com,2025-07-31,1987-04-09,M,NW,None
6b8f2d9f-8c9f-4136-8278-800b90794c46,Jacob,Barton,lucydawson@example.org,2023-01-28,1973-12-13,U,M,Bronze
2659c881-29c8-4040-b444-5081b5ab50c6,Aaron,Carter,carol50@example.com,2023-06-11,1966-02-13,M,NW,None
8013f0fa-a864-44ca-a3fd-a86ab128e1a2,Daniel,Adams,harrishilary@example.com,2023-02-25,1940-02-29,M,SE,None
95f63a23-3145-49f0-819e-4179090eaa8b,Gemma,Bond,qtaylor@example.org,2022-01-24,1954-09-30,M,EC,None
98cb85de-ada2-41bf-8c0e-395013bbef70,Timothy,Hawkins,morganvictoria@example.com,2024-10-08,1974-06-07,U,EC,None
b577e216-ffdc-48ae-85bb-0a8213f9c9ad,Abdul,Scott,jonespaula@example.org,2023-10-15,1943-08-19,U,WC,Bronze
d4792250-ead2-48b4-bc5f-f6b5153c8dc2,Alex,Knight,blakekaty@example.org,2021-08-26,1967-05-04,M,W,None
60fba28b-fb7f-472b-95bd-47f72bd31d18,Sean,Farrell,glenbrown@example.com,2022-03-07,1949-05-01,U,E,Silver
105f36dd-3d72-436e-882e-796f80ea4a16,Kerry,Lucas,ryan04@example.org,2023-07-04,1998-07-12,F,NW,Bronze
16bd6d48-7b56-4cb9-af5e-1afc186068b2,Max,Price,wilsontimothy@example.net,2021-10-10,1990-09-16,F,NW,Bronze
1ead5c35-4dd3-4890-8a14-4bc1eff1afc3,Dorothy,Holland,gordon57@example.org,2022-01-30,1956-05-13,M,W,Silver
de062d36-0318-4941-b969-d80a98b38428,Jenna,Clarke,jamesamanda@example.com,2022-04-12,1983-05-09,M,M,None
c85a24c3-13be-42d2-8387-9a9c591b6bfd,Rosie,Evans,chumphreys@example.net,2022-02-02,1987-03-27,F,N,None
62565b97-77b4-42fb-8191-cc7b33f5319a,Matthew,Clarke,bartonpeter@example.com,2024-08-28,1975-04-07,F,EC,Bronze
0ce6b39f-6e91-47a5-b524-9e2860f8b3a7,Hugh,Smith,osbornemalcolm@example.net,2022-01-11,1959-03-08,U,SW,Silver
64f1ac40-861d-4526-9d8b-891017f4820a,Abbie,Smith,zhumphreys@example.com,2024-08-30,1946-02-13,M,NW,None
405aeffc-1361-4b74-a917-3901db641c8d,Scott,Walton,grahamhart@example.net,2022-10-09,1999-09-19,M,SW,Bronze
3df486e7-c3c2-408b-b38e-0fb8df847b60,Daniel,Cooper,jean80@example.net,2023-11-04,1981-02-11,M,WC,None
8dec9e08-bd5a-4c7d-a9ea-477a7a05fc24,Fiona,Griffin,lewismorton@example.net,2025-08-08,1971-03-20,F,L,None
cc5e9a5f-fd24-4a95-9e3f-391833ca4449,Louise,Smith,sophieanderson@example.org,2024-02-07,2001-02-25,U,NW,Gold
f692bea1-fc5c-41e4-97d0-4475b1cdbab9,Brandon,Hayward,lleonard@example.net,2022-11-23,1962-03-11,M,SW,None
ce073796-539c-409f-8837-07fcd5623f75,Paige,Carter,beverleybowen@example.org,2022-11-05,1991-11-08,F,WC,Bronze
712486c9-e814-413d-8df8-65459dd3a3e8,Sharon,Sullivan,conwaysarah@example.org,2024-12-15,1980-08-09,U,W,Bronze
cf7b2e36-12c3-4026-985b-f4c7b4ca8f18,Anne,Brown,woodcharlotte@example.com,2023-09-13,1994-02-01,M,M,None
58429f69-ff5f-4cd7-a817-c213da2d2f0f,Alison,Davey,louise01@example.com,2023-04-21,1955-12-24,M,SE,None
4d29fa9f-faed-4486-98ac-c8a0e32ba4c5,Colin,Bennett,eadams@example.com,2022-11-23,1969-10-27,F,L,None
e1a80a83-f1b7-4c2e-b11d-5dc81f2a3d05,Bradley,Evans,lewisgordon@example.com,2023-12-21,1977-02-21,M,WC,None
77aee0b3-17d2-4d72-9bdf-354b64fe6bef,Shaun,Hart,tdoyle@example.com,2024-07-06,1981-07-03,M,EC,Silver
31c73a36-8db6-4933-8ce1-0644fc8c72e4,Jeremy,Stanley,hillfrances@example.org,2024-09-18,1973-07-18,F,M,Gold
5a692e12-c8b5-4aee-9bfb-a846ad2b4c1b,Tony,Coleman,sally00@example.com,2022-08-01,1949-03-13,F,W,Bronze
9ee13304-a87e-4bdc-a4c4-3d18d8c09e70,Mohammad,Griffiths,glenn36@example.net,2021-12-09,1987-11-11,U,WC,None
ee34c90e-a14f-4a64-b264-cd250ee51f33,Guy,Hale,cooperdawn@example.net,2022-01-19,1975-12-21,F,NW,Silver
e8b242f8-21de-49ac-82a9-4ab1c9c476e9,Ricky,O'Brien,wlong@example.org,2024-11-08,1940-08-20,U,E,None
9ea86949-37fc-45e2-b4ef-5a4223376181,Declan,Davies,sarah23@example.org,2022-07-04,1949-06-09,F,NW,Bronze
3cd7f3fb-a62b-4398-9d9e-98df981d7f31,Bradley,Whittaker,jordanwhite@example.org,2022-11-28,1976-03-10,U,M,None
33563e84-fc0c-400e-a206-449b886922a0,Hollie,Richards,williamsnigel@example.com,2024-01-16,1966-04-18,M,WC,None
1671b287-ed6a-4fa1-b44e-28a05e9df62a,Bradley,Norton,atkinsjane@example.com,2022-10-20,1950-04-17,F,NW,Bronze
e10ad71a-547d-44c8-a70f-3f708f5f5a18,Trevor,Evans,marienoble@example.com,2023-10-15,1991-12-02,M,M,None
b1230f0e-f767-4486-89a2-1338acfac78b,Christopher,Frost,owenmitchell@example.org,2023-02-24,1953-11-22,M,WC,None
057bf2b3-9ce2-4df0-be9e-de4030a1548b,Charles,Knight,stacey50@example.org,2022-02-07,1955-04-21,U,L,None
3e65cf20-da8c-4d70-a784-f401c177f990,Vanessa,Grant,allencarly@example.org,2022-03-23,1968-01-16,M,BS,Bronze
47d2507f-a3c0-4562-8681-525c86f2a8d0,Wendy,Butler,butlerpaul@example.org,2022-06-20,1981-09-16,F,L,None
a8c0c87a-0d3d-4dcd-8637-039560871143,Kimberley,Miah,jgibson@example.org,2024-03-15,1952-02-13,M,M,None
e41b120c-fc65-4f2e-840d-cb97c08ff4e3,Sian,White,vcollins@example.com,2024-12-26,1965-03-23,M,N,None
82cf9434-c80e-4c92-8beb-00e084db75a9,Paul,Wood,juliansavage@example.com,2023-01-14,1980-05-25,M,L,None
9181fd0d-9672-4dca-9a79-d263d571d8b5,Barry,Reid,huntnaomi@example.net,2024-07-12,2006-01-31,M,EC,Bronze
3baa56f9-8372-4fb7-900a-069e954acc25,Eleanor,Read,mohamed64@example.com,2023-06-30,2001-11-28,M,SW,Gold
797aed0b-28ae-4333-bd2c-faa95badb92d,Louise,Brown,richardsjay@example.org,2024-07-22,1996-08-05,U,SE,None
9c605172-f14a-4e69-9fe6-9e6bc450d4f0,Stuart,Bell,bsimpson@example.com,2024-05-01,1987-03-04,M,L,Silver
7bf368b6-b013-4408-b862-fadf9374c33a,Leigh,Williamson,wmiah@example.com,2024-06-19,1962-09-27,M,BS,None
13e09b30-f4a7-46b4-a87c-84f89bf95f83,Beverley,Walsh,perryeileen@example.com,2021-11-20,1941-06-03,U,NW,None
ceee0565-df7d-4c43-94d7-5bbebfb0ad9f,Cheryl,Ford,bryanduncan@example.org,2023-07-12,1943-05-10,M,L,None
6b67d3be-7739-4b7d-ae41-a4734a95ec1c,Kayleigh,Kaur,ojennings@example.com,2024-04-27,1966-03-12,F,BS,None
17b8a7ce-68c8-4db8-9bf7-1d0862e76e6f,Duncan,Kirk,lydiajones@example.net,2024-02-25,1953-07-11,U,SE,Silver
ec6887e4-ea73-4ff4-a92c-1ad948ae0b9c,Ashley,Owens,eileen85@example.com,2023-01-16,1950-03-07,U,E,None
c0e3c98a-7494-436b-adad-35f3bf64b527,Jake,Hussain,lyndawebster@example.org,2022-07-03,1973-06-25,U,EC,None
08da1e3b-133d-41fd-9a7d-d85a1b07cade,Duncan,Price,duncan98@example.net,2021-10-12,2003-06-20,F,BS,Gold
d793264a-cbc9-4882-8ff2-ffb2f5eb9084,Norman,Campbell,martingarry@example.com,2025-04-02,1949-09-19,F,M,None
5be8dff1-ba14-491c-9580-c48ba9213b6b,Stephanie,Barton,iosborne@example.com,2022-12-31,1984-05-30,F,BS,None
cdfe3f7d-8860-481c-9549-d19cfd18804e,Garry,Webb,jillhughes@example.com,2024-08-22,1976-01-10,U,E,Silver
2dbd1122-1fc8-429a-bf9c-95d51d805ab8,Maurice,Bowen,lukegreen@example.com,2023-11-25,1999-08-15,U,N,Bronze
0dd04a9c-76e1-48e8-abcd-970bd876775f,Charlotte,Roberts,bethrowe@example.com,2024-04-15,1941-09-06,M,N,None
8f2b99d6-3e3c-47da-93d9-1c27ccdd87a7,Gerald,Carr,philip27@example.org,2022-05-10,1969-11-20,U,BS,Silver
e01b10be-8075-454d-871c-840dfcb0a391,Leigh,Quinn,wendygiles@example.com,2025-08-05,1961-02-06,U,E,Silver
b87a7eb2-fcc2-49f8-be03-88cb65f9e617,Emma,Osborne,csmith@example.net,2024-04-23,1960-12-21,U,EC,None
2954f448-db4d-4e51-ab5e-289868050228,Roger,White,lindsey51@example.org,2022-10-17,1968-07-30,U,SW,Bronze
4cd71524-849c-4bcd-9498-0136ab4fd34b,Guy,Bailey,kwhitehead@example.com,2022-11-06,1982-02-24,F,WC,Bronze
9ce5c669-eb46-49bf-aaef-a465584f90ba,Brett,Taylor,ellieholloway@example.com,2022-12-05,1975-12-02,F,E,Silver
e606b6c7-a992-4839-a8e0-fdbd54f065a5,Helen,Ellis,jodiecurtis@example.net,2024-09-07,1990-08-31,U,BS,None
6e1c7192-be51-4006-9fb0-dc0d678ff799,Chloe,Jackson,douglasrichardson@example.com,2022-11-24,1941-02-06,F,SW,None
2e934a32-5e48-4cfb-82aa-7cae92fa666e,Beverley,Griffiths,qtaylor@example.com,2025-01-31,1944-07-30,U,E,Gold
2e9f48ba-54b8-4852-a460-ad421c1289ff,Dominic,Harris,shall@example.net,2025-03-23,1952-04-08,M,E,None
81915660-1d75-4175-964a-d5f10244645f,Mitchell,Walker,dwood@example.org,2024-04-17,1987-02-25,U,E,Bronze
2e6325db-7c29-4b87-a338-4d9ead016543,Iain,Harrison,nichollsdennis@example.org,2023-02-11,1998-05-16,F,W,None
4f101193-1c8d-423b-9942-4acdca20fca8,Colin,Harris,normanoconnor@example.net,2024-03-21,1975-08-22,F,L,None
45237d91-f456-4ab7-936d-f712234dabd7,William,Bennett,elliott16@example.com,2024-07-18,1950-03-26,F,WC,None
3fdd22dc-befa-4823-870d-c1eea42012e4,James,Byrne,qyates@example.org,2023-03-22,1989-04-01,F,N,None
3565871d-73d0-443f-8582-22d7bf4952d8,Maria,Pickering,clarkashley@example.org,2025-01-05,1992-12-01,U,M,None
2ecfddd5-506f-4203-8b42-53308bb3615a,Adam,Ball,stephanie42@example.com,2021-09-23,2004-02-28,M,N,None
030a742c-ec9c-476f-a890-2d315cbffcdc,Paige,Martin,marybaker@example.net,2024-11-20,1992-03-13,F,M,None
465ebdc3-a813-466e-8e41-126e3a0e4cdf,Natasha,Thompson,vmorley@example.net,2023-12-04,1941-03-06,U,L,Silver
36d3dd04-448c-4978-b031-8bfef36c5a4d,John,Barton,lynda46@example.net,2021-12-18,1953-09-07,U,L,None
aa62fef8-bad4-48b5-8ee5-33be0df7feff,Lauren,Bell,kirsty01@example.org,2022-02-25,1977-11-08,M,WC,Gold
e3f32d46-d039-4fe1-872a-aff9592aab80,Colin,Walker,karenparker@example.net,2022-03-15,1981-11-21,M,W,None
4e720dd8-7409-48e3-9feb-89e4f29d2aa6,Martin,Griffiths,iain61@example.com,2025-06-30,1999-02-03,U,EC,None
79b3d59b-120f-46f1-97d9-d881744c08da,Hollie,Lawrence,hendersonanthony@example.org,2023-01-01,2000-10-17,U,EC,Bronze
b30ad941-bf54-4c6d-905f-76472cf07dfd,Melissa,Dawson,hussainkim@example.org,2025-06-05,1989-07-07,U,N,None
186dade9-0693-4a35-8abf-630fce8c1b1a,Cameron,Collins,gcooper@example.com,2021-11-12,1943-10-18,U,NW,None
4ac604d5-c654-489c-8adb-725c90850060,Mohamed,Bates,robertsonleah@example.org,2021-12-03,1954-02-21,M,WC,None
87379bd9-5e1f-4e16-8bdf-9d35290a0aed,Jay,Lowe,lukejohnson@example.org,2023-07-13,1970-10-08,F,BS,None
eab0e220-c4dc-464a-b19f-4617e822a90d,Elliott,Palmer,cgriffiths@example.net,2022-01-12,1967-01-17,F,L,None
4b12f81d-ad98-4638-89c1-719d9bed0cf0,Tina,Sims,qpearson@example.org,2022-09-02,1945-10-27,F,N,None
fe91e262-2ff1-47bc-8306-b5309d149324,Annette,Doherty,pamelaharrison@example.com,2023-03-29,1980-11-05,F,WC,Bronze
a584d93b-85c2-4956-8726-b6eb5f06cb75,Janet,Douglas,kclark@example.net,2021-12-29,1964-06-29,F,BS,None
cb78c7e3-5951-49fd-9706-8cc470898504,Jennifer,Evans,cherylryan@example.com,2023-07-02,1996-03-02,U,E,Silver
e506c2bb-805d-4963-a9d9-8be86874ac94,Danny,Taylor,paula35@example.org,2021-11-18,1998-10-06,U,NW,None
8a4e8e8c-4aee-4fd1-b0d7-a0f9f4b3da49,Joseph,Fox,tmills@example.org,2022-08-23,1983-05-21,U,L,None
6f4fb233-2e59-4b12-9675-5025a8f16041,Shane,Scott,lawrencewalsh@example.com,2023-10-20,1956-05-29,F,WC,Silver
00b516ea-63c9-4f57-ae0c-da26b13cb3d5,Beth,Jones,collinsmohamed@example.net,2024-04-04,1946-01-11,F,WC,None
0aab378e-0995-4251-95b6-76f11676ecb5,Anne,French,christopherbradley@example.org,2024-11-16,2002-10-17,M,EC,Bronze
3f46652b-a6d7-44cb-bc09-a96f94466152,Maurice,Martin,wcarpenter@example.com,2021-08-24,1993-04-01,U,NW,Bronze
38b9653c-395d-42c1-8383-76ec6847bae7,Eileen,Morton,brian50@example.org,2023-05-05,1977-09-17,M,BS,None
79dddeaa-6762-4247-816e-5b9fd9a1c12d,Lauren,Curtis,pdean@example.org,2022-11-25,1999-02-08,M,WC,None
b197516a-0c54-4259-9ae0-9d68a60c3b2b,Karl,Howarth,wilkinsonlynne@example.com,2024-11-01,1971-05-20,M,NW,Silver
ff8124aa-4e07-41fb-aeca-92f49125f54d,John,Dawson,suzannetaylor@example.org,2022-02-13,1988-09-19,M,EC,Bronze
86f891c8-2e14-4e99-94ea-cf1dc2128ccc,Pauline,Murphy,oneilldonna@example.com,2025-06-03,1993-07-26,F,SW,Bronze
e773d372-da2d-4fa7-9ec5-aade44211328,Hayley,Riley,xryan@example.net,2022-03-07,1948-05-04,F,E,None
441ce3d6-e6f5-4467-ad78-ec550cc5e782,Jake,Lane,masonricky@example.org,2021-11-12,1969-09-18,F,L,None
c487a680-cf0b-4f99-b47f-eb03093b1500,Wendy,Brennan,stonekaty@example.com,2022-05-24,1985-07-12,F,NW,Bronze
64aa76a0-2c25-4f46-872f-5de4a0f21ed4,Katie,Robinson,reedrachel@example.org,2025-01-06,1986-08-28,M,N,None
09c78c66-f476-4d9a-a5a9-e923d3cd8b4b,Alice,Griffiths,carolyn96@example.com,2024-05-01,1979-03-27,U,WC,None
6523009b-62fa-4efa-a0f5-e8d0285794a3,Caroline,Rowley,jenkinsgail@example.com,2024-09-15,1966-12-31,F,SW,Bronze
86d4693a-4dce-4850-a20e-e6c84fc02860,Gerard,Marsh,brownclaire@example.org,2023-09-19,1955-07-26,F,SE,None
f8320b36-ab89-4f18-b801-6418ab6df686,Lawrence,Harding,xrichardson@example.org,2022-04-07,1995-08-29,U,M,Gold
afba0f8e-733c-4aab-b2d4-3d06b4457fe9,Annette,Clayton,jacksongarry@example.org,2024-09-28,1982-01-22,U,WC,None
f30326c4-ba9d-4e76-80d7-80b81f734f59,Clare,Brown,lesley36@example.org,2025-07-22,1987-06-14,M,EC,Bronze
e22187cc-939b-4a47-9f93-ef57197759bb,Ruth,Fox,walkerhugh@example.org,2024-09-01,1962-05-15,F,N,Bronze
e2267ae5-d057-464b-971d-c4655195549c,Brian,Frost,samanthabailey@example.net,2024-08-07,1946-02-27,U,EC,None
4d4dba89-d36c-4886-810c-e75e676085bc,Yvonne,Bradshaw,aimeesmith@example.com,2021-10-01,1966-11-28,M,EC,None
5550c28d-2568-4d4d-afba-c45a5de05c3f,Suzanne,Bell,geraldnewton@example.net,2025-04-05,1980-04-10,U,SW,Bronze
c0e43710-dfb5-468a-b829-6ab760d66c55,Abigail,Lawrence,raymondabbott@example.com,2023-08-16,1953-09-11,F,L,None
f91a79a4-2c83-491b-81b7-f944c78fc97c,Howard,Cooper,yrobinson@example.com,2023-07-05,1945-10-29,M,BS,None
bb174472-548e-4d01-a9df-3a0d2b7c4e9d,Dean,Brown,georgehewitt@example.com,2024-05-02,1955-12-11,F,SE,Silver
f6fc1bbb-0eb5-4bdc-b5a6-fbbd79c42028,Jane,Davison,maureensanders@example.com,2024-05-22,1995-03-12,F,SW,None
88df4e77-f332-4410-ada5-5954698db31b,Jenna,Poole,sdavies@example.org,2023-10-11,1957-07-24,U,E,None
540a6f9f-a9e3-4374-9019-a5058b4c5276,Frances,Moss,kaurrosie@example.org,2021-10-11,1941-12-15,M,BS,Bronze
19d9ac2d-d87c-453a-b7f6-4915b8454d4b,Gemma,Pearson,nicholas90@example.net,2021-12-19,1984-12-10,M,WC,None
b5566919-8644-4bc2-9a87-714d1008effb,Gareth,Hughes,matthewsnaomi@example.org,2024-09-06,1958-08-24,F,L,Gold
41030eae-7e60-4388-a170-68ecc7b33809,Bethan,Wood,stanleysutton@example.net,2024-07-15,1999-05-26,F,SW,None
360581b4-2698-4510-9d9d-a345780f86e1,Marc,Barker,walkerkevin@example.net,2025-04-04,1965-07-21,U,E,None
873150d9-0919-4337-ad15-2a2f87f1e7a9,Marilyn,Fox,fishermaria@example.org,2021-10-09,1943-03-08,F,EC,None
130feee2-a8c0-4300-8319-424ca570b49d,Dylan,Davis,colemancarly@example.org,2024-07-12,1994-09-01,F,BS,None
0e7fe29d-3eea-445d-a716-0d0b2df64310,Gary,Goodwin,sararichardson@example.net,2022-12-18,2004-05-05,F,L,None
4426c6b2-5838-4b6d-9d38-ecde584335ae,Marcus,Cole,ffletcher@example.org,2024-07-30,1942-12-23,M,NW,None
243c0036-87ea-4607-b3ac-2ceea55dcd00,Eleanor,Chadwick,lewisjake@example.org,2024-09-13,1966-05-28,M,SE,Silver
a13f2fd4-a0d9-4765-ba99-28b15726bce2,Anne,Reynolds,alexandra47@example.net,2025-07-24,1985-06-23,M,WC,Silver
358d7e76-361d-4898-8b89-a567603c4906,Paul,Carr,liamturner@example.org,2025-07-18,1991-12-02,F,WC,None
c19a257f-7b6e-4adf-ba41-2f5fe362b6b1,Lorraine,May,johntaylor@example.com,2021-10-07,1963-05-05,M,SW,None
72710ec7-476f-4a9c-bfda-26c679f2eaf2,Lucy,Hurst,bradley18@example.net,2023-08-11,1953-05-30,F,L,None
63c58458-2f00-49ee-9298-51978f6122cb,Bradley,King,elainewatkins@example.net,2025-07-27,1990-06-01,U,SW,None
2e7534f5-199a-4d6a-9abf-ebda589b92a6,Stuart,Stevenson,spugh@example.org,2025-01-27,1983-08-29,F,BS,Bronze
c12e3936-953d-457b-a108-a7a1942623cc,Malcolm,Slater,michellebennett@example.com,2023-08-28,1972-03-03,F,SW,Silver
4a100f8c-bdad-42da-b4b8-28b6c5d74211,Dorothy,Evans,briggspatricia@example.net,2023-10-19,2001-03-25,M,SW,None
1eb30896-36e9-49b1-a748-d38c308c53b4,Kyle,Wright,dianewilliams@example.com,2022-04-07,2002-06-22,U,L,None
dd84cb07-a866-437c-a3bb-632791f76691,Mark,Pearce,lucygraham@example.org,2023-09-06,1986-08-13,M,N,Silver
ba3780f3-d4c7-4403-b4a4-46844b7b7337,Victor,Thompson,hallkimberley@example.net,2025-06-02,2006-11-27,F,EC,Silver
7ecc28c6-1275-4d43-a288-14b3b5ea2446,Paula,Whitehouse,maurice97@example.com,2022-08-03,1961-03-29,F,NW,Bronze
f885880c-aa38-45dd-a4ce-a815efd92475,Mandy,Lee,jdoyle@example.org,2023-06-25,1969-02-13,M,NW,Bronze
ddd51702-9a31-4599-8539-1c3d9dbe2e23,Stacey,Jennings,bennettcarolyn@example.com,2025-04-08,1964-09-25,F,N,Bronze
04a18f0b-d6e6-448f-825b-7f85ad3c990d,Charlotte,Sheppard,alexandrarees@example.org,2022-02-13,1969-08-05,M,E,None
0f3a1bcd-cd86-4808-8bf4-e5366a73fb1e,Jay,Taylor,colin88@example.com,2023-12-25,2004-02-25,U,WC,Silver
26b9e13f-a5a6-46f8-b47b-d7af8b5981ce,Mohammad,Carey,georgenaomi@example.com,2021-12-10,1947-05-20,U,BS,Silver
4be3432e-5c19-4a7f-92b6-2841d4b998a5,Mandy,Akhtar,marilyn28@example.com,2024-09-18,1939-12-01,M,L,Bronze
25eede99-7915-4dc8-b53f-09abc340e424,Damien,Dawson,johnsonjemma@example.org,2023-11-12,2000-01-26,F,BS,None
d3ff15d8-70d4-404a-9620-07352d7461c7,Jack,Lees,mauriceparkinson@example.org,2024-09-18,1979-09-19,M,SW,None
51a901ad-7419-482a-bc39-f1e5a24f6823,Kayleigh,Fowler,ronald90@example.com,2024-03-12,1966-03-27,M,EC,None
80d4e7e6-9b16-40d1-a9b9-280e6e1d8449,Kieran,Turner,julianbarton@example.com,2024-04-07,1980-06-20,F,SE,None
80519b3d-9a24-43fe-a16b-7d2a525f6ee6,Ashleigh,Moore,cthompson@example.org,2024-01-15,1995-06-09,U,W,None
3659c19b-ef33-4622-844e-19ba1787ef19,Dominic,Brown,elliotthornton@example.com,2024-10-01,1973-07-07,M,L,None
31cdffcc-ce74-496e-9ebd-6b27bec79f67,Garry,Harrison,eevans@example.net,2024-03-23,1968-05-31,M,BS,None
964539c8-d5f2-4a23-aa3c-6398abfc28cf,Amelia,Law,syoung@example.org,2024-02-28,2007-03-22,U,W,None
f45b4059-dfaa-4c14-8f29-8bfb92539eb2,Stewart,Dickinson,jane74@example.org,2024-11-05,1991-06-24,M,EC,None
1e65f3c6-b7f1-43c9-9e4e-2dd7890ab2b6,Valerie,Pearson,leah44@example.com,2024-07-02,1976-07-11,U,BS,None
ec240b69-1ed1-4a5d-a558-e755ca83c584,Gary,White,iwheeler@example.net,2022-06-30,1962-01-29,U,L,Bronze
eb8593f4-f7b0-425f-9cbc-b811a83fc52f,Katherine,Ryan,kathleen34@example.net,2024-11-28,1963-09-08,U,N,None
99e836ca-701d-4c30-9835-3c1a07faae3a,Jay,Waters,ayates@example.com,2024-08-02,1955-03-02,F,N,Bronze
1728ccc9-f10a-431f-9da5-c5fb8e6db69a,Clifford,Weston,carlday@example.net,2022-06-26,2006-03-02,U,L,None
c8cf2f52-e05b-4ac9-ba23-47561fc37dcd,Judith,Jones,norman26@example.net,2024-11-12,1971-10-07,F,W,None
4da73c00-efd5-4d1a-8c3d-8431173c240a,Francesca,Smith,sharonturner@example.net,2023-11-12,1984-04-15,M,M,Silver
2f88be78-7e62-4745-9481-f771d033f000,Susan,Brown,stanley05@example.net,2022-12-20,1976-01-15,U,N,None
263b2988-0583-40dd-a2fb-e23d266d1d02,Max,Matthews,johnbentley@example.org,2021-09-30,1951-07-06,F,N,None
ddf15466-12d5-4c0f-9cb3-9a7cb678739b,Mandy,Reed,harrisonkatie@example.org,2022-09-28,2002-01-10,M,N,None
db583661-616a-49ba-8b58-2dcf039161e0,Patrick,Watts,mathew50@example.org,2025-04-12,1972-12-09,U,W,Bronze
8633c1ef-485a-4191-b017-5ec386e4fa65,Emily,Khan,jamie50@example.net,2023-11-14,1941-07-24,M,L,None
ea12cac1-89f5-4ec4-a651-0924cdca90c5,Christopher,Hodgson,daniel28@example.org,2022-02-24,1987-01-11,U,M,None
76b02d5d-d144-4ed6-a5e6-dad84fbfeb92,Gary,Khan,xanderson@example.net,2022-11-13,1962-12-21,F,W,Silver
8c740348-4f0d-42dd-af5c-363031c5fba4,Francis,Banks,roy11@example.org,2024-05-14,1986-03-03,F,N,Bronze
2b4a3405-3682-490f-a29c-113c6d8cc871,Beverley,Day,joanneevans@example.com,2022-03-10,1984-04-13,U,N,None
f96d42a7-6083-430f-92eb-0c8ede389b6b,Tracy,Gray,zwalker@example.net,2024-11-20,1949-10-01,F,M,Bronze
469e70c8-6471-4f59-944c-2a508d9dad49,Judith,Evans,debralucas@example.net,2022-12-30,1986-09-01,U,W,None
